variant,evaluations,best_fitness
no_elite,58585.85858585858,2.720123066767295e-05
no_elite,59595.95959595959,2.6597454834603276e-05
no_elite,60606.0606060606,2.6007080794307348e-05
no_elite,61616.16161616161,2.542981107206075e-05
no_elite,62626.26262626262,2.4865354796077436e-05
no_elite,63636.36363636363,2.431342755094669e-05
no_elite,64646.46464646464,2.3773751234323332e-05
no_elite,65656.56565656565,2.3246053916798883e-05
no_elite,66666.66666666666,2.273006970488314e-05
no_elite,67676.76767676767,2.222553860702705e-05
no_elite,68686.86868686868,2.173220640261956e-05
no_elite,69696.9696969697,2.124982451389208e-05
no_elite,70707.0707070707,2.077814988066649e-05
no_elite,71717.17171717172,2.0316944837883056e-05
no_elite,72727.27272727272,1.986597699584708e-05
no_elite,73737.37373737374,1.9425019123133417e-05
no_elite,74747.47474747474,1.899384903209035e-05
no_elite,75757.57575757576,1.8572249466884678e-05
no_elite,76767.67676767676,1.8160007994032034e-05
no_elite,77777.77777777777,1.7756916895356885e-05
no_elite,78787.87878787878,1.736277306332855e-05
no_elite,79797.97979797979,1.6977377898720448e-05
no_elite,80808.0808080808,1.660053721054082e-05
no_elite,81818.18181818181,1.623206111818482e-05
no_elite,82828.28282828283,1.587176395575837e-05
no_elite,83838.38383838383,1.551946417852579e-05
no_elite,84848.48484848485,1.517498427143392e-05
no_elite,85858.58585858585,1.4838150659666755e-05
no_elite,86868.68686868687,1.4508793621185371e-05
no_elite,87878.78787878787,1.4186747201209317e-05
no_elite,88888.88888888889,1.3871849128596048e-05
no_elite,89898.9898989899,1.3563940734076655e-05
no_elite,90909.0909090909,1.3262866870306309e-05
no_elite,91919.19191919192,1.2968475833689415e-05
no_elite,92929.29292929292,1.2680619287939988e-05
no_elite,93939.39393939394,1.2399152189338664e-05
no_elite,94949.49494949494,1.2123932713648816e-05
no_elite,95959.59595959596,1.1854822184654859e-05
no_elite,96969.69696969696,1.1591685004286793e-05
no_elite,97979.79797979798,1.133438858429569e-05
no_elite,98989.89898989898,1.1082803279445807e-05
no_elite,100000.0,1.0836802322189586e-05
no_mutation,0.0,0.0005
no_mutation,1010.10101010101,0.0004875318263705802
no_mutation,2020.20202020202,0.000475374563448467
no_mutation,3030.30303030303,0.0004635204582562967
no_mutation,4040.40404040404,0.0004519619511476412
no_mutation,5050.50505050505,0.0004406916709860409
no_mutation,6060.60606060606,0.0004297024304442547
no_mutation,7070.707070707071,0.00041898722142072936
no_mutation,8080.80808080808,0.0004085392105703657
no_mutation,9090.90909090909,0.0003983517349467308
no_mutation,10101.0101010101,0.00038841829775293783
no_mutation,11111.111111111111,0.00037873256419848324
no_mutation,12121.21212121212,0.00036928835745939905
no_mutation,13131.31313131313,0.0003600796547391449
no_mutation,14141.414141414141,0.0003511005834277265
no_mutation,15151.51515151515,0.00034234541735659154
no_mutation,16161.61616161616,0.00033380857314691513
no_mutation,17171.71717171717,0.00032548460664894594
no_mutation,18181.81818181818,0.00031736820947014094
no_mutation,19191.91919191919,0.00030945420558987734
no_mutation,20202.0202020202,0.0003017375480585798
no_mutation,21212.121212121212,0.0002942133157791602
no_mutation,22222.222222222223,0.00028687671036871636
no_mutation,23232.32323232323,0.00027972305309848856
no_mutation,24242.42424242424,0.00027274778191012177
no_mutation,25252.52525252525,0.0002659464485063327
no_mutation,26262.62626262626,0.00025931471551412366
no_mutation,27272.727272727272,0.0002528483537187363
no_mutation,28282.828282828283,0.0002465432393665799
no_mutation,29292.92929292929,0.00024039535153541568
no_mutation,30303.0303030303,0.00023440076957011768
no_mutation,31313.13131313131,0.00022855567058237798
no_mutation,32323.23232323232,0.0002228563270127588
no_mutation,33333.33333333333,0.00021729910425353913
no_mutation,34343.43434343434,0.00021188045833083808
no_mutation,35353.53535353535,0.0002065969336445382
no_mutation,36363.63636363636,0.0002014451607645665
no_mutation,37373.73737373737,0.0001964218542821285
no_mutation,38383.83838383838,0.00019152381071452413
no_mutation,39393.93939393939,0.0001867479064622105
no_mutation,40404.0404040404,0.00018209109581680748
no_mutation,41414.14141414141,0.00017755040901877694
no_mutation,42424.242424242424,0.00017312295036353567
no_mutation,43434.343434343435,0.00016880589635479568
no_mutation,44444.444444444445,0.0001645964939039528
no_mutation,45454.54545454545,0.00016049205857437634
no_mutation,46464.64646464646,0.00015648997286947966
no_mutation,47474.74747474747,0.0001525876845634799
no_mutation,48484.84848484848,0.0001487827050737827
no_mutation,49494.94949494949,0.00014507260787395332
no_mutation,50505.0505050505,0.00014145502694626295
no_mutation,51515.15151515151,0.0001379276552728224
no_mutation,52525.25252525252,0.00013448824336434174
no_mutation,53535.35353535353,0.00013113459782557722
no_mutation,54545.454545454544,0.0001278645799565503
no_mutation,55555.555555555555,0.0001246761043886481
no_mutation,56565.656565656565,0.00012156713775473344
no_mutation,57575.757575757576,0.00011853569739241818
no_mutation,58585.85858585858,0.00011557985007967213
no_mutation,59595.95959595959,0.00011269771080196078
no_mutation,60606.0606060606,0.00010988744155012682
no_mutation,61616.16161616161,0.00010714725014824741
no_mutation,62626.26262626262,0.00010447538911072094
no_mutation,63636.36363636363,0.0001018701545278536
no_mutation,64646.46464646464,9.932988497923539e-05
no_mutation,65656.56565656565,9.685296047421255e-05
no_mutation,66666.66666666666,9.443780141878094e-05
no_mutation,67676.76767676767,9.208286760824087e-05
no_mutation,68686.86868686868,8.978665724497204e-05
no_mutation,69696.9696969697,8.754770598070096e-05
no_mutation,70707.0707070707,8.536458598265143e-05
no_mutation,71717.17171717172,8.323590502298093e-05
no_mutation,72727.27272727272,8.11603055909241e-05
no_mutation,73737.37373737374,7.913646402707525e-05
no_mutation,74747.47474747474,7.716308967925944e-05
no_mutation,75757.57575757576,7.523892407945242e-05
no_mutation,76767.67676767676,7.336274014122573e-05
no_mutation,77777.77777777777,7.153334137720411e-05
no_mutation,78787.87878787878,6.974956113603704e-05
no_mutation,79797.97979797979,6.801026185839714e-05
no_mutation,80808.0808080808,6.63143343515315e-05
no_mutation,81818.18181818181,6.466069708190294e-05
no_mutation,82828.28282828283,6.304829548546998e-05
no_mutation,83838.38383838383,6.147610129516637e-05
no_mutation,84848.48484848485,5.994311188515048e-05
no_mutation,85858.58585858585,5.8448349631406895e-05
no_mutation,86868.68686868687,5.699086128829204e-05
no_mutation,87878.78787878787,5.5569717380626836e-05
no_mutation,88888.88888888889,5.418401161094793e-05
no_mutation,89898.9898989899,5.2832860281540346e-05
no_mutation,90909.0909090909,5.15154017308821e-05
no_mutation,91919.19191919192,5.023079578414219e-05
no_mutation,92929.29292929292,4.897822321738096e-05
no_mutation,93939.39393939394,4.775688523511138e-05
no_mutation,94949.49494949494,4.656600296088809e-05
no_mutation,95959.59595959596,4.540481694059924e-05
no_mutation,96969.69696969696,4.427258665814442e-05
no_mutation,97979.79797979798,4.3168590063189835e-05
no_mutation,98989.89898989898,4.209212311069965e-05
no_mutation,100000.0,4.10424993119494e-05
