mode,evaluations,best_fitness
periodic,31313.13131313131,4.459395700240528e-06
periodic,32323.23232323232,4.342724671534537e-06
periodic,33333.33333333333,4.2526385383544346e-06
periodic,34343.43434343434,4.127128487299527e-06
periodic,35353.53535353535,4.125049683919152e-06
periodic,36363.63636363636,4.0251049349317414e-06
periodic,37373.73737373737,3.842385479827439e-06
periodic,38383.83838383838,3.951381972902397e-06
periodic,39393.93939393939,3.580921695095191e-06
periodic,40404.0404040404,3.711677964132025e-06
periodic,41414.14141414141,3.519585173676924e-06
periodic,42424.242424242424,3.497486022365501e-06
periodic,43434.343434343435,3.5098268990911442e-06
periodic,44444.444444444445,3.3475094341876054e-06
periodic,45454.54545454545,3.361795957939244e-06
periodic,46464.64646464646,3.0753546223519445e-06
periodic,47474.74747474747,3.0383439524235812e-06
periodic,48484.84848484848,2.9589591300081312e-06
periodic,49494.94949494949,3.1393985939068155e-06
periodic,50505.0505050505,2.7035352064902547e-06
periodic,51515.15151515151,2.7425151584272834e-06
periodic,52525.25252525252,2.775896711341714e-06
periodic,53535.35353535353,2.6658241014230595e-06
periodic,54545.454545454544,2.5548628703575255e-06
periodic,55555.555555555555,2.6596130508120476e-06
periodic,56565.656565656565,2.3903629063567825e-06
periodic,57575.757575757576,2.4236756621491695e-06
periodic,58585.85858585858,2.3817168719295885e-06
periodic,59595.95959595959,2.2709496046749405e-06
periodic,60606.0606060606,2.0350248465156408e-06
periodic,61616.16161616161,2.156018374847262e-06
periodic,62626.26262626262,2.212704596435534e-06
periodic,63636.36363636363,2.0671127368961356e-06
periodic,64646.46464646464,1.8778790311646057e-06
periodic,65656.56565656565,1.8383165167130792e-06
periodic,66666.66666666666,1.7752790302833727e-06
periodic,67676.76767676767,1.9306727401495236e-06
periodic,68686.86868686868,1.852638503269964e-06
periodic,69696.9696969697,1.586519718129381e-06
periodic,70707.0707070707,1.6098527620293548e-06
periodic,71717.17171717172,1.6135823059164083e-06
periodic,72727.27272727272,1.5797107659388546e-06
periodic,73737.37373737374,1.8028651495965215e-06
periodic,74747.47474747474,1.6978907183226692e-06
periodic,75757.57575757576,1.3349714606180384e-06
periodic,76767.67676767676,1.419356806787289e-06
periodic,77777.77777777777,1.5873072295235158e-06
periodic,78787.87878787878,1.4677142444695732e-06
periodic,79797.97979797979,1.3575342298200453e-06
periodic,80808.0808080808,1.3927787317175628e-06
periodic,81818.18181818181,1.184664497905451e-06
periodic,82828.28282828283,1.3017819260664623e-06
periodic,83838.38383838383,1.0547137911092482e-06
periodic,84848.48484848485,1.1528276995057227e-06
periodic,85858.58585858585,1.180119683855696e-06
periodic,86868.68686868687,1.214768141504321e-06
periodic,87878.78787878787,1.0893267676036165e-06
periodic,88888.88888888889,1.042758100307722e-06
periodic,89898.9898989899,9.225194300839694e-07
periodic,90909.0909090909,9.9718639297303e-07
periodic,91919.19191919192,8.635932785442378e-07
periodic,92929.29292929292,8.52199738872575e-07
periodic,93939.39393939394,9.53763938948856e-07
periodic,94949.49494949494,8.292611360113423e-07
periodic,95959.59595959596,9.68767200490425e-07
periodic,96969.69696969696,8.03067735775847e-07
periodic,97979.79797979798,7.720238408266174e-07
periodic,98989.89898989898,9.252531410289727e-07
periodic,100000.0,7.990858938639558e-07
stagnation,0.0,1.0209466023632092e-05
stagnation,1010.10101010101,9.828775021843672e-06
stagnation,2020.20202020202,9.626181276770042e-06
stagnation,3030.30303030303,9.353823091239465e-06
stagnation,4040.40404040404,9.273467135307896e-06
stagnation,5050.50505050505,8.988636154501028e-06
stagnation,6060.60606060606,8.67097826370827e-06
stagnation,7070.707070707071,8.484579025501718e-06
stagnation,8080.80808080808,8.392033641875705e-06
stagnation,9090.90909090909,8.085155548322308e-06
stagnation,10101.0101010101,7.947665256392746e-06
stagnation,11111.111111111111,7.773580569683193e-06
stagnation,12121.21212121212,7.520172758117607e-06
stagnation,13131.31313131313,7.486838927456841e-06
stagnation,14141.414141414141,7.302433833237808e-06
stagnation,15151.51515151515,7.1633214063501054e-06
stagnation,16161.61616161616,7.02993717060673e-06
stagnation,17171.71717171717,6.947588924028109e-06
stagnation,18181.81818181818,6.47013326767334e-06
stagnation,19191.91919191919,6.598823160315923e-06
stagnation,20202.0202020202,6.44092847787791e-06
stagnation,21212.121212121212,6.300187486841131e-06
stagnation,22222.222222222223,6.071327805601125e-06
stagnation,23232.32323232323,5.8210358215075405e-06
stagnation,24242.42424242424,5.914056435335714e-06
stagnation,25252.52525252525,5.705930661172655e-06
stagnation,26262.62626262626,5.536409991438955e-06
stagnation,27272.727272727272,5.45287205479561e-06
stagnation,28282.828282828283,5.232971298578698e-06
stagnation,29292.92929292929,5.129235300715789e-06
stagnation,30303.0303030303,5.177779086657559e-06
stagnation,31313.13131313131,5.097922194755442e-06
stagnation,32323.23232323232,4.967944330631962e-06
stagnation,33333.33333333333,4.740691642386065e-06
stagnation,34343.43434343434,4.618683014479737e-06
stagnation,35353.53535353535,4.592710652285045e-06
stagnation,36363.63636363636,4.401721713978903e-06
stagnation,37373.73737373737,4.346823079838627e-06
stagnation,38383.83838383838,4.299293805181771e-06
stagnation,39393.93939393939,4.2119004298624236e-06
stagnation,40404.0404040404,4.1184820639202465e-06
stagnation,41414.14141414141,3.95352625393383e-06
stagnation,42424.242424242424,3.899515654354482e-06
stagnation,43434.343434343435,3.9759444160944235e-06
stagnation,44444.444444444445,3.883242795724566e-06
stagnation,45454.54545454545,3.5026930059672797e-06
stagnation,46464.64646464646,3.616448555525499e-06
stagnation,47474.74747474747,3.334758229203336e-06
stagnation,48484.84848484848,3.4700177612434692e-06
stagnation,49494.94949494949,3.336324384894214e-06
stagnation,50505.0505050505,3.272312676893151e-06
stagnation,51515.15151515151,3.1794189773299923e-06
stagnation,52525.25252525252,3.076086604616738e-06
stagnation,53535.35353535353,3.0356229654775004e-06
stagnation,54545.454545454544,3.021607313252249e-06
stagnation,55555.555555555555,2.9121964142262926e-06
stagnation,56565.656565656565,2.713764750427686e-06
stagnation,57575.757575757576,2.9786267823580613e-06
stagnation,58585.85858585858,2.7724090625112555e-06
stagnation,59595.95959595959,2.5755334076237994e-06
stagnation,60606.0606060606,2.5693880351246687e-06
stagnation,61616.16161616161,2.657597140704905e-06
stagnation,62626.26262626262,2.364635185172765e-06
stagnation,63636.36363636363,2.3663389756095615e-06
stagnation,64646.46464646464,2.4818883419785368e-06
stagnation,65656.56565656565,2.1439431613261717e-06
stagnation,66666.66666666666,2.2225075279655093e-06
stagnation,67676.76767676767,2.1793054952692296e-06
stagnation,68686.86868686868,2.1737666554842916e-06
stagnation,69696.9696969697,2.1616202137861327e-06
stagnation,70707.0707070707,2.0462591207343582e-06
stagnation,71717.17171717172,2.0205366721634304e-06
stagnation,72727.27272727272,1.9624232299970322e-06
stagnation,73737.37373737374,1.909101088572851e-06
stagnation,74747.47474747474,1.8944741462861238e-06
stagnation,75757.57575757576,1.7009781743008855e-06
stagnation,76767.67676767676,1.8595882875333634e-06
stagnation,77777.77777777777,1.8945951188866422e-06
stagnation,78787.87878787878,1.670443317659998e-06
stagnation,79797.97979797979,1.661586654034378e-06
stagnation,80808.0808080808,1.6533724547533788e-06
stagnation,81818.18181818181,1.630021973767591e-06
stagnation,82828.28282828283,1.5931003877146807e-06
stagnation,83838.38383838383,1.6171808414235834e-06
stagnation,84848.48484848485,1.6255987233762487e-06
stagnation,85858.58585858585,1.4813363304427987e-06
stagnation,86868.68686868687,1.4111706736121176e-06
stagnation,87878.78787878787,1.3800367230953167e-06
stagnation,88888.88888888889,1.4811445678157085e-06
stagnation,89898.9898989899,1.318469979820947e-06
stagnation,90909.0909090909,1.3549994400100249e-06
stagnation,91919.19191919192,1.1053155489998456e-06
stagnation,92929.29292929292,1.211457422751843e-06
stagnation,93939.39393939394,1.3496516348030407e-06
stagnation,94949.49494949494,1.1853958192277838e-06
stagnation,95959.59595959596,1.294566039953059e-06
stagnation,96969.69696969696,9.847911841828887e-07
stagnation,97979.79797979798,1.2366958485284227e-06
stagnation,98989.89898989898,1.0901626766539434e-06
stagnation,100000.0,1.0043545641317632e-06
diversity,0.0,9.976531614243648e-06
diversity,1010.10101010101,9.723735225090822e-06
diversity,2020.20202020202,9.620411637688988e-06
diversity,3030.30303030303,9.270288717877884e-06
diversity,4040.40404040404,9.10823566300108e-06
diversity,5050.50505050505,9.024388701500376e-06
diversity,6060.60606060606,8.607492016868529e-06
diversity,7070.707070707071,8.374862761635517e-06
diversity,8080.80808080808,8.08176892875471e-06
diversity,9090.90909090909,7.96908939329121e-06
diversity,10101.0101010101,7.926683013619414e-06
diversity,11111.111111111111,7.610995346153542e-06
diversity,12121.21212121212,7.514102024305104e-06
diversity,13131.31313131313,7.161720861203348e-06
diversity,14141.414141414141,7.175523495129862e-06
diversity,15151.51515151515,7.016784896777443e-06
diversity,16161.61616161616,6.6395459293777155e-06
diversity,17171.71717171717,6.601241999189354e-06
diversity,18181.81818181818,6.184995042689886e-06
diversity,19191.91919191919,6.139784188984146e-06
diversity,20202.0202020202,6.334119426769753e-06
diversity,21212.121212121212,6.2165551620584195e-06
diversity,22222.222222222223,5.955476831191539e-06
diversity,23232.32323232323,5.841498696977548e-06
diversity,24242.42424242424,5.611978142193379e-06
diversity,25252.52525252525,5.443901677506383e-06
diversity,26262.62626262626,5.488066367627784e-06
diversity,27272.727272727272,5.291182881016797e-06
diversity,28282.828282828283,5.101373837231608e-06
diversity,29292.92929292929,5.1258222788717255e-06
diversity,30303.0303030303,4.833762198908635e-06
diversity,31313.13131313131,4.588321913074638e-06
diversity,32323.23232323232,4.6645391730781774e-06
diversity,33333.33333333333,4.550632907221176e-06
diversity,34343.43434343434,4.398979955735957e-06
diversity,35353.53535353535,4.20934550508615e-06
diversity,36363.63636363636,4.123058811842149e-06
diversity,37373.73737373737,4.068560058925626e-06
diversity,38383.83838383838,4.014471266583511e-06
diversity,39393.93939393939,3.963738558922245e-06
diversity,40404.0404040404,3.873803113555054e-06
diversity,41414.14141414141,3.622581717653293e-06
diversity,42424.242424242424,3.6463510476616843e-06
diversity,43434.343434343435,3.4993248717705025e-06
diversity,44444.444444444445,3.5028561502485753e-06
diversity,45454.54545454545,3.225191403068566e-06
diversity,46464.64646464646,3.4071735830493305e-06
diversity,47474.74747474747,3.176345957142199e-06
diversity,48484.84848484848,3.121302007498918e-06
diversity,49494.94949494949,3.199618193667319e-06
diversity,50505.0505050505,2.8892949704181338e-06
diversity,51515.15151515151,2.975477824375644e-06
diversity,52525.25252525252,2.8833532559850796e-06
diversity,53535.35353535353,2.8261735663606956e-06
diversity,54545.454545454544,2.8062464226945937e-06
diversity,55555.555555555555,2.6706729965017463e-06
diversity,56565.656565656565,2.6696862425394e-06
diversity,57575.757575757576,2.687180724121091e-06
diversity,58585.85858585858,2.4556904790220143e-06
diversity,59595.95959595959,2.4069217876861044e-06
diversity,60606.0606060606,2.33119831308866e-06
diversity,61616.16161616161,2.339682515636797e-06
diversity,62626.26262626262,2.243203338777442e-06
diversity,63636.36363636363,2.0898465601228043e-06
diversity,64646.46464646464,2.2068012719081153e-06
diversity,65656.56565656565,1.9708892675537607e-06
diversity,66666.66666666666,2.0422464947787765e-06
diversity,67676.76767676767,2.086746944208432e-06
diversity,68686.86868686868,2.046696586994415e-06
diversity,69696.9696969697,1.7778121827424473e-06
diversity,70707.0707070707,1.774864602693829e-06
diversity,71717.17171717172,1.857242210672882e-06
diversity,72727.27272727272,1.8478879264048478e-06
diversity,73737.37373737374,1.7225870462913131e-06
diversity,74747.47474747474,1.6234551291393752e-06
diversity,75757.57575757576,1.690497410807534e-06
diversity,76767.67676767676,1.4459319596704568e-06
diversity,77777.77777777777,1.4478444305196267e-06
diversity,78787.87878787878,1.4770296651514712e-06
diversity,79797.97979797979,1.3954653415124875e-06
diversity,80808.0808080808,1.5647873289814819e-06
diversity,81818.18181818181,1.3914352453392335e-06
diversity,82828.28282828283,1.2413906728806133e-06
diversity,83838.38383838383,1.2140945544300925e-06
diversity,84848.48484848485,1.2847212840142556e-06
diversity,85858.58585858585,1.3347707269248145e-06
diversity,86868.68686868687,1.2571959460839085e-06
diversity,87878.78787878787,1.1612921169245597e-06
diversity,88888.88888888889,1.3647967612660878e-06
diversity,89898.9898989899,1.256718168448156e-06
diversity,90909.0909090909,1.0423706877515883e-06
diversity,91919.19191919192,1.1423424316770096e-06
diversity,92929.29292929292,9.037541035347162e-07
diversity,93939.39393939394,9.58343878612634e-07
diversity,94949.49494949494,9.80171489273923e-07
diversity,95959.59595959596,1.1624283856324558e-06
diversity,96969.69696969696,1.0943084265580148e-06
diversity,97979.79797979798,8.29025436235148e-07
diversity,98989.89898989898,8.551212289933414e-07
diversity,100000.0,8.506663853773962e-07
