evaluations,diversity,improvement,sync_event
79797.97979797979,0.20721969567591392,,0
80808.0808080808,0.21103061399159817,,1
81818.18181818181,0.22223486350669533,,0
82828.28282828283,0.23202005063209685,,0
83838.38383838383,0.21647350604862092,,0
84848.48484848485,0.1627805607316314,,0
85858.58585858585,0.17739681245342398,,0
86868.68686868687,0.10412448103767843,,0
87878.78787878787,0.2261996050151622,,0
88888.88888888889,0.17726297797278812,,0
89898.9898989899,0.13815117720079362,,0
90909.0909090909,0.16948663836242175,,1
91919.19191919192,0.19381845174167986,,0
92929.29292929292,0.21289287980332738,,0
93939.39393939394,0.10291285545553808,,0
94949.49494949494,0.1225960076239611,,0
95959.59595959596,0.07875014057932098,,0
96969.69696969696,0.10613239792259929,,0
97979.79797979798,0.1749890414903092,,0
98989.89898989898,0.1586648221808944,,0
100000.0,0.14008257965114773,,0
0.0,,1e-05,1
1010.10101010101,,-1.9999326626579356e-07,0
2020.20202020202,,-1.9599353561062717e-07,0
3030.30303030303,,-1.9207379687525318e-07,0
4040.40404040404,,-1.882324502751374e-07,0
5050.50505050505,,-1.8446792802036544e-07,0
6060.60606060606,,-1.8077869367575498e-07,0
7070.707070707071,,-1.771632415338075e-07,0
8080.80808080808,,-1.7362009600015031e-07,0
9090.90909090909,,-1.7014781099130454e-07,0
10101.0101010101,,-1.6674496934449295e-07,1
11111.111111111111,,-1.6341018223923332e-07,0
12121.21212121212,,-1.601420886305209e-07,0
13131.31313131313,,-1.5693935469333581e-07,0
14141.414141414141,,-1.5380067327826167e-07,0
15151.51515151515,,-1.5072476337798108e-07,0
16161.61616161616,,-1.4771036960446993e-07,0
17171.71717171717,,-1.4475626167661704e-07,0
18181.81818181818,,-1.4186123391810637e-07,0
19191.91919191919,,-1.3902410476532735e-07,0
20202.0202020202,,-1.3624371628515728e-07,1
21212.121212121212,,-1.3351893370235087e-07,0
22222.222222222223,,-1.308486449364063e-07,0
23232.32323232323,,-1.2823176014767586e-07,0
24242.42424242424,,-1.2566721129258305e-07,0
25252.52525252525,,-1.231539516876911e-07,0
26262.62626262626,,-1.2069095558253407e-07,0
27272.727272727272,,-1.1827721774096667e-07,0
28282.828282828283,,-1.1591175303088006e-07,0
29292.92929292929,,-1.1359359602215597e-07,0
30303.0303030303,,-1.1132180059262277e-07,1
31313.13131313131,,-1.0909543954191264e-07,0
32323.23232323232,,-1.0691360421304191e-07,0
33333.33333333333,,-1.0477540412155978e-07,0
34343.43434343434,,-1.0267996659210255e-07,0
35353.53535353535,,-1.0062643640222049e-07,0
36363.63636363636,,-9.861397543334351e-08,0
37373.73737373737,,-9.664176232870695e-08,0
38383.83838383838,,-9.470899215812721e-08,0
39393.93939393939,,-9.281487608948178e-08,0
40404.0404040404,,-9.095864106676299e-08,1
41414.14141414141,,-8.913952949455909e-08,0
42424.242424242424,,-8.735679892885759e-08,0
43434.343434343435,,-8.560972177402768e-08,0
44444.444444444445,,-8.389758498585813e-08,0
45454.54545454545,,-8.221968978054297e-08,0
46464.64646464646,,-8.057535134948809e-08,0
47474.74747474747,,-7.896389857979714e-08,0
48484.84848484848,,-7.738467378039187e-08,0
49494.94949494949,,-7.583703241356665e-08,0
50505.0505050505,,-7.432034283193645e-08,1
51515.15151515151,,-7.283398602064241e-08,0
52525.25252525252,,-7.137735534470004e-08,0
53535.35353535353,,-6.994985630141961e-08,0
54545.454545454544,,-6.855090627776462e-08,0
55555.555555555555,,-6.71799343125681e-08,0
56565.656565656565,,-6.583638086349811e-08,0
57575.757575757576,,-6.451969757869858e-08,0
58585.85858585858,,-6.322934707297224e-08,0
59595.95959595959,,-6.196480270847615e-08,0
60606.0606060606,,-6.07255483797571e-08,1
61616.16161616161,,-5.9511078303132526e-08,0
62626.26262626262,,-5.832089681024708e-08,0
63636.36363636363,,-5.7154518145784994e-08,0
64646.46464646464,,-5.601146626920259e-08,0
65656.56565656565,,-5.489127466045192e-08,0
66666.66666666666,,-5.37934861295665e-08,0
67676.76767676767,,-5.27176526300803e-08,0
68686.86868686868,,-5.166333507614355e-08,0
69696.9696969697,,-5.063010316333847e-08,0
70707.0707070707,,-4.961753519303637e-08,1
71717.17171717172,,-4.862521790030639e-08,0
72727.27272727272,,-4.765274628522849e-08,0
73737.37373737374,,-4.6699723447617806e-08,0
74747.47474747474,,-4.576576042501693e-08,0
75757.57575757576,,-4.4850476033964024e-08,0
76767.67676767676,,-4.395349671440262e-08,0
77777.77777777777,,-4.307445637723093e-08,0
78787.87878787878,,-4.22129962548806e-08,0
79797.97979797979,,-4.136876475489262e-08,0
80808.0808080808,,-4.0541417316421515e-08,1
81818.18181818181,,-3.973061626960541e-08,0
82828.28282828283,,-3.893603069775504e-08,0
83838.38383838383,,-3.8157336302287785e-08,0
84848.48484848485,,-3.739421527037814e-08,0
85858.58585858585,,-3.664635614524097e-08,0
86868.68686868687,,-3.5913453699018957e-08,0
87878.78787878787,,-3.519520880820271e-08,0
88888.88888888889,,-3.449132833155785e-08,0
89898.9898989899,,-3.380152499046974e-08,0
90909.0909090909,,-3.3125517251708833e-08,1
91919.19191919192,,-3.2463029212518174e-08,0
92929.29292929292,,-3.181379048800819e-08,0
93939.39393939394,,-3.117753610080947e-08,0
94949.49494949494,,-3.055400637291705e-08,0
95959.59595959596,,-2.9942946819714713e-08,0
96969.69696969696,,-2.9344108046104635e-08,0
97979.79797979798,,-2.8757245644725334e-08,0
98989.89898989898,,-2.8182120096195354e-08,0
100000.0,,-2.7618496671362472e-08,0
